CONTACT_ID,SPEAKER_TAG,CAPTION,CALL_LANGUAGE,NEGATIVE,NEUTRAL,POSITIVE,SENTIMENT_LABLE,START_TIME_SECOND,END_TIME_SECOND,TIME_SPOKEN_SECOND,TIME_SILENCE_SECOND,LOAD_DATE
ef74f8ee-e7ea-4718-9984-3684b9cc8006,AGENT,"No, ma'am. It's only $** that you would charge, so I'm gonna go ahead and put that down for you to get dismissed off your account.",en-US,72.66,25.01,2.33,Negative,134,141,7,1,2025-04-08 02:45:39.659387
ef74f8ee-e7ea-4718-9984-3684b9cc8006,AGENT,"That was probably from a month prior to that, you know, that it happened before, but you don't have to worry about that. I'll take care of it.",en-US,19.23,71.84,8.93,Neutral,142,149,7,0,2025-04-08 02:45:39.659387
ef74f8ee-e7ea-4718-9984-3684b9cc8006,CUSTOMER,OK.,en-US,8.54,60.05,31.41,Neutral,142,143,1,3,2025-04-08 02:45:39.659387
ef74f8ee-e7ea-4718-9984-3684b9cc8006,CUSTOMER,OK.,en-US,8.54,60.05,31.41,Neutral,146,147,1,2,2025-04-08 02:45:39.659387
ef74f8ee-e7ea-4718-9984-3684b9cc8006,CUSTOMER,"All right, well thanks so much I appreciate it.",en-US,0.55,2.24,97.21,Positive,149,152,3,0,2025-04-08 02:45:39.659387
ef74f8ee-e7ea-4718-9984-3684b9cc8006,AGENT,All right.,en-US,5.09,52.39,42.52,Neutral,150,151,1,1,2025-04-08 02:45:39.659387
ef74f8ee-e7ea-4718-9984-3684b9cc8006,AGENT,You're welcome. I hope you have a great rest of the day. Do you have anything else I can assist you with?,en-US,0.27,1.76,97.97,Positive,152,156,4,0,2025-04-08 02:45:39.659387
ef74f8ee-e7ea-4718-9984-3684b9cc8006,CUSTOMER,Yes ma'am.,en-US,1.94,47.59,50.47,Positive,153,153,0,4,2025-04-08 02:45:39.659387
ef74f8ee-e7ea-4718-9984-3684b9cc8006,CUSTOMER,"No ma'am, that's it.",en-US,44.09,49.82,6.09,Neutral,157,158,1,0,2025-04-08 02:45:39.659387
ef74f8ee-e7ea-4718-9984-3684b9cc8006,AGENT,"All righty. Well, I hope you have a great rest of your day. Thank you so much. Bye-bye.",en-US,0.39,2.22,97.39,Positive,158,162,4,0,2025-04-08 02:45:39.659387
ef74f8ee-e7ea-4718-9984-3684b9cc8006,CUSTOMER,Thank you bye bye.,en-US,7.24,41.91,50.84,Positive,162,163,1,0,2025-04-08 02:45:39.659387
ef74f8ee-e7ea-4718-9984-3684b9cc8006,AGENT,Bye-bye.,en-US,17.73,64.39,17.88,Neutral,163,164,1,0,2025-04-08 02:45:39.659387
e8d61e7f-cd52-4363-baf6-704d8f54d7db,CUSTOMER,"I'm sorry, the person you are trying to reach has a voicemail box that has not been.",en-US,74.37,24.4,1.23,Negative,0,3,3,0,2025-04-08 02:45:42.457311
ab4f875a-8cf7-4a34-bbcd-1f798b0165b9,CUSTOMER,"Your call has been forwarded to an automatic voice message system. ***-***-**** is not available. At the tone, please record your message. When you have finished recording you may hang up or press * for more options.",en-US,36.38,61.84,1.78,Neutral,0,17,17,0,2025-04-08 02:45:44.171924
ab4f875a-8cf7-4a34-bbcd-1f798b0165b9,AGENT,Mhm.,en-US,7.62,73.91,18.48,Neutral,9,9,0,0,2025-04-08 02:45:44.171924
7bddc541-1802-4022-97ef-341b42776af9,CUSTOMER,"Your call has been forwarded to voicemail. The person you're trying to reach is not available. At the tone, please record your message. When you have finished recording you may hang up.",en-US,73.08,25.99,0.93,Negative,0,8,8,2,2025-04-08 02:45:46.395832
7bddc541-1802-4022-97ef-341b42776af9,AGENT,"Good afternoon. This is Mary calling on behalf of Passagegen in partnership with Lifestyle Solar. I am calling to speak with Jeffrey. When you have time, can you please just give me a call back at *-*****-*****. Thank you.",en-US,1.18,85.32,13.5,Neutral,10,29,19,0,2025-04-08 02:45:46.395832
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,Thank you for calling Positgen. This is Mark. Who is the pleasure of speaking to?,en-US,0.63,26.98,72.39,Positive,1,4,3,3,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,"Hi Mark, my name is Melissa, and I'm calling on behalf of Juni Barel. We just, uh, did the solo with you guys, and we need to set up our accounts for payments and also to.",en-US,2.39,91.57,6.04,Neutral,7,21,14,1,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,To follow the,en-US,3.06,89.29,7.66,Neutral,22,23,1,3,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,"How, how we're spending and stuff like that, so I don't know if you can help me with that or if I could go to a website and do on my own.",en-US,45.69,52.73,1.58,Neutral,26,33,7,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,Mhm.,en-US,7.62,73.91,18.48,Neutral,30,31,1,2,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,Mhm. Hang on.,en-US,4.83,80.42,14.75,Neutral,33,35,2,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,Guide me through that.,en-US,10.73,65.05,24.22,Neutral,34,35,1,1,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,Hang on just.,en-US,3.99,78.39,17.62,Neutral,36,37,1,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,I received an email from you guys.,en-US,1.07,79.45,19.48,Neutral,37,39,2,1,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,Uh-huh.,en-US,8.11,81.25,10.64,Neutral,40,40,0,1,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Yes ma'am, I, I'm pulling up your information, so go ahead.",en-US,1.26,66.74,32.01,Neutral,41,43,2,3,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,"OK. I received an email and I didn't do it, so our email is expired, so I can't really do anything as, as right now.",en-US,71.71,26.95,1.33,Negative,46,55,9,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"OK, alright, well.",en-US,7.05,68.86,24.1,Neutral,55,58,3,1,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,Alright.,en-US,6.19,55.87,37.94,Neutral,59,61,2,1,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Hang on just a second, I think, uh, yeah, because like.",en-US,2.96,80.78,16.26,Neutral,62,66,4,2,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,So your installation was done by Power Energy Solutions and it seems that uh that Kalo was trying to reach out to you in regards to.,en-US,5.42,91.44,3.15,Neutral,68,79,11,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,Yeah.,en-US,9.89,57.98,32.13,Neutral,74,74,0,6,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Your activation, so.",en-US,2.88,85.86,11.26,Neutral,80,82,2,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,"Yeah,",en-US,5.42,53.31,41.27,Neutral,82,83,1,1,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,"To the activation for the, the monitor, but they do, they did came for.",en-US,2.6,83.95,13.45,Neutral,84,91,7,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,Yes.,en-US,7.42,58.11,34.46,Neutral,89,90,1,2,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,"See what's going on around the house, see the windows. They did all of that. The only thing that we didn't do was the activation, not the activation, I guess the activation we could follow.",en-US,9.06,85.3,5.64,Neutral,92,103,11,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,Yeah.,en-US,9.89,57.98,32.13,Neutral,102,103,1,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Yeah, actually that's what uh the cable was actually, uh, I guess she attempted to to give me a call on I guess it was either Thursday or Friday, um, and, uh, to, to basically just go over the information, um, with you, make sure we have a good uh good contact information for you, um, so, uh, because what happens is, uh, once the system's activated, uh, we go over this information.",en-US,2.49,84.22,13.29,Neutral,103,128,25,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"And then it sets we set up the uh uh the online billing and stuff like that for you um usually you'll get that bill, the first bill.",en-US,1.42,90.34,8.24,Neutral,128,137,9,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,"Yeah, that's what I want. I want a link where I can.",en-US,3.37,58.38,38.25,Neutral,136,139,3,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Yep, you'll get that first bill from from us. It'll come to you in the mail, um, and then once you get it, it'll have all the information you need, all the information you need to set up the uh online account, uh, by going to Pos.com. Um, so if you got a minute, I can go through that information and make sure we have all the information for you like, uh, and make sure it's all, it's all good, so.",en-US,0.85,68.92,30.23,Neutral,139,162,23,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,"Oh, OK.",en-US,6.62,63.62,29.77,Neutral,145,146,1,17,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,"Sure, and I, I wanna ask you one thing. We have two units, but we have upstairs and downstairs. They're separate bills, right?",en-US,4.44,84.06,11.5,Neutral,163,171,8,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Um,",en-US,7.58,76.2,16.22,Neutral,163,164,1,7,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Mhm. Oh, I.",en-US,3.14,74.4,22.46,Neutral,171,174,3,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,Or they one bill for to buy a house.,en-US,15.95,77.37,6.68,Neutral,173,175,2,1,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Um, if there's * m, they would have, there would be two separate units.",en-US,7.0,88.53,4.47,Neutral,176,179,3,1,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,So,en-US,13.18,50.03,36.78,Neutral,180,181,1,1,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,Is there * m or * m?,en-US,1.94,93.49,4.57,Neutral,182,183,1,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,"There's * m, yeah.",en-US,2.98,86.73,10.29,Neutral,182,184,2,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"OK, hang on just.",en-US,6.94,68.38,24.68,Neutral,184,186,2,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,There's * outside too.,en-US,2.81,87.74,9.45,Neutral,185,187,2,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Yeah, um, so.",en-US,6.81,77.55,15.64,Neutral,187,190,3,5,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,Hang on just a second.,en-US,5.32,81.99,12.7,Neutral,195,196,1,2,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"So there's if there's * m then there would be, there would be, there would have to be two separate systems, one for each meter.",en-US,6.61,87.23,6.16,Neutral,198,204,6,3,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,"Yeah, there, there are, there is one in the back, one in the front. From my understanding, I guess if you look, you might be better.",en-US,2.82,58.21,38.97,Neutral,207,215,8,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,OK.,en-US,8.54,60.05,31.41,Neutral,209,210,1,2,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,Mhm.,en-US,7.62,73.91,18.48,Neutral,212,212,0,3,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,OK.,en-US,8.54,60.05,31.41,Neutral,215,216,1,1,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Yeah, hang on just a second, uh.",en-US,4.97,74.96,20.07,Neutral,217,219,2,2,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,Because I'm only seeing that you have one system with us and that's what I don't understand if you have two units you would have.,en-US,61.12,37.38,1.5,Negative,221,232,11,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,And that's on the mosa.,en-US,34.78,53.03,12.2,Neutral,231,232,1,1,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Uh, I'm sorry?",en-US,46.05,51.72,2.24,Neutral,233,234,1,1,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,That's under Melissa? That's under Melissa?,en-US,4.7,90.38,4.92,Neutral,235,238,3,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,Oh.,en-US,13.57,62.58,23.85,Neutral,237,237,0,2,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Uh, this one is under, uh, uh, Julio, so, um.",en-US,2.15,92.15,5.69,Neutral,239,245,6,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,"Who your rightaler, right?",en-US,3.08,83.23,13.69,Neutral,243,245,2,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,I'm sorry?,en-US,47.14,50.17,2.68,Neutral,245,247,2,2,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,Yes.,en-US,7.42,58.11,34.46,Neutral,249,249,0,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,"That's under Julio Barel, right? And that involves both uh *st and the *nd floor.",en-US,2.48,93.74,3.78,Neutral,249,256,7,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Yes, yes.",en-US,2.49,49.11,48.4,Neutral,251,252,1,4,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Uh, it only shows me, it doesn't tell me whether it's two floors or one floor. It's just that one system, which I that's why I asked you if there's, there's.",en-US,47.69,49.42,2.88,Neutral,256,266,10,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,There's,en-US,6.7,60.28,33.02,Neutral,263,264,1,1,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,Oh,en-US,11.75,49.62,38.63,Neutral,265,265,0,1,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,There is a,en-US,10.32,65.13,24.55,Neutral,266,268,2,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,"I think maybe, maybe I'm wrong then. I, I feel like there's * m but.",en-US,23.54,72.35,4.11,Neutral,267,273,6,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"OK, well, I, I don't know, but uh.",en-US,11.57,81.85,6.58,Neutral,270,272,2,1,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,Yeah,en-US,8.01,43.81,48.17,Positive,273,274,1,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Um, so I, I would, I would assume that there's there probably is only * m since there's only one system, um, but, uh, you know, uh, I mean, so, um, give me just a second and we can go over the information here, uh, real quick and, uh, basically do the uh activation here. Um, so it's [REDACTED]. OK.",en-US,3.43,85.3,11.27,Neutral,274,303,29,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,OK.,en-US,8.54,60.05,31.41,Neutral,286,287,1,11,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,OK.,en-US,8.54,60.05,31.41,Neutral,298,299,1,2,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,Correct.,en-US,8.58,60.1,31.31,Neutral,301,302,1,2,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,And I got the phone number ***-***-****.,en-US,2.6,87.9,9.49,Neutral,304,311,7,3,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,Yeah.,en-US,9.89,57.98,32.13,Neutral,314,314,0,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,OK. And then I got.,en-US,4.92,73.52,21.56,Neutral,314,316,2,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,That's one of the numbers where you can find me.,en-US,1.69,78.22,20.09,Neutral,315,318,3,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Yeah, OK, I got an email address, uh, JC Barcelos**@yahoo.com.",en-US,0.92,68.57,30.51,Neutral,318,324,6,1,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,JC Bel correct.,en-US,6.21,80.09,13.7,Neutral,325,328,3,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,Yeah. All right. And that way.,en-US,5.65,55.57,38.77,Neutral,327,329,2,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,"I just, it's just easier for me to communicate.",en-US,4.7,52.76,42.55,Neutral,328,331,3,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Mhm. Oh yeah, I.",en-US,2.51,52.3,45.19,Neutral,331,333,2,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,"To with you guys, but it's both of us.",en-US,3.13,61.39,35.47,Neutral,332,334,2,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"It's OK. That's not a problem. Uh, best way to reach you a phone, email, or text.",en-US,7.82,54.42,37.76,Neutral,334,339,5,4,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,"Uh, best way phone or text.",en-US,4.15,59.0,36.85,Neutral,343,346,3,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,All right.,en-US,5.09,52.39,42.52,Neutral,346,347,1,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,All your texts.,en-US,10.97,82.28,6.75,Neutral,346,347,1,1,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,Yeah.,en-US,9.89,57.98,32.13,Neutral,348,348,0,1,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Yeah, most people, most.",en-US,26.33,55.79,17.87,Neutral,349,350,1,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,"I do check my email, but I work as a teacher, so I won't be able to communicate as much, you know, like from * to *.",en-US,33.1,63.27,3.63,Neutral,349,356,7,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Yeah, I understand and I so so text is so much easier these days, um, and I understand that, so, um.",en-US,2.02,16.46,81.52,Positive,355,362,7,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,"That's why I missed that, and he did the same to me, but then he lost the email.",en-US,51.02,47.25,1.73,Negative,361,366,5,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Uh-huh, yeah, and, and see, text, text is easier, you know, and, and, but, uh, you know, we can always, we can always figure out if we try, if we try and we don't get a deal on one way, we'll try every way we can. So, but we'll start with the one you'd say first, um, so let me go over a few of the, the financial details of the lease agreement. Uh, it is a ** year lease, uh, the lease, uh, payments are ****.",en-US,4.07,55.63,40.29,Neutral,366,391,25,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,OK.,en-US,8.54,60.05,31.41,Neutral,391,391,0,1,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Um, a month, uh, they do go up by *.*%, um, in the each year that follows, um, looks like you already got the auto pay features set up.",en-US,2.47,83.0,14.53,Neutral,392,403,11,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,That's $** that's $** is um.,en-US,23.23,66.54,10.24,Neutral,403,407,4,2,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,"For the, the basic basic energy, like if I spend more, then I will have to pay more, right?",en-US,43.97,53.18,2.85,Neutral,409,414,5,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Yeah, that that that that **** is the least payment for the system. What it, what it, what it generates, um, your, your, your, your house will use that electricity first before it takes it from the utility. Uh, if there's any excess, uh, production, it'll go back to the utility as a credit, um.",en-US,21.19,73.3,5.5,Neutral,414,434,20,1,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,And uh that that that that's how you actually build up uh that's how solar works you can build up credits with the utility company um to help offset the the times whenever uh because in the daytime.,en-US,2.94,83.6,13.45,Neutral,435,448,13,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,"OK, I understand. So if I produce more, it will come as a.",en-US,2.01,58.87,39.11,Neutral,445,449,4,1,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Yeah, it'll come back as a credit. Um, and now if you use more than the system can produce, utility company sends you a bill, and that that's that's the kind of how that works so.",en-US,7.98,81.65,10.37,Neutral,450,459,9,1,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"All right. Uh, so, like I said, yeah, so, um, you get your first bill in the mail. Um, it's gonna come, come to you, like I said, in about **, ** days, probably middle, middle end of May. Um, and then, uh, and once you get it, it'll have all the information that'll allow you to go online and set up the, uh, the online access so you can actually see how it's set up and, and all that stuff and, and make payments and, and see, see that.",en-US,0.93,63.68,35.39,Neutral,460,488,28,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,"Oh, OK.",en-US,6.62,63.62,29.77,Neutral,462,463,1,8,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,I,en-US,11.37,41.85,46.78,Positive,471,471,0,2,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,OK.,en-US,8.54,60.05,31.41,Neutral,473,474,1,15,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Um, and then, of course, you'll, we'll, we'll send you a link that allows you to monitor the, the, the system, um, and you'll get that link, uh, probably here shortly, um, but it won't really be active until about the same time you get that bill. So when you get the bill, you can log in and and look at both of those at one time. Um, do you have any questions?",en-US,1.01,86.04,12.95,Neutral,489,511,22,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,"Oh, OK.",en-US,6.62,63.62,29.77,Neutral,511,512,1,1,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,"No, no, that's it. I just wanted to know because I thought I missed the email of the opportunity of getting, of doing what I have to do, so I do have to wait for the. There's nothing missed there, right?",en-US,47.89,46.23,5.88,Negative,513,526,13,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,Yeah.,en-US,9.89,57.98,32.13,Neutral,516,517,1,2,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,That's.,en-US,7.54,74.8,17.66,Neutral,519,520,1,6,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Now you just go, just wait for the bill to come in the mail um and then you'll be able to set it up, OK?",en-US,1.58,84.47,13.96,Neutral,526,531,5,3,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,OK perfect thank you so much I appreciate for your time. I just wanna make sure that I get the information right.,en-US,1.2,10.25,88.55,Positive,534,540,6,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,Huh.,en-US,15.1,73.55,11.35,Neutral,535,536,1,1,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Oh, no problem.",en-US,1.68,19.18,79.14,Positive,537,538,1,2,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Oh, it's no problem, no problem. All right, if you have it.",en-US,1.44,13.9,84.66,Positive,540,544,4,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,"Alright, and once, once I get the, the, the due, then I set up for the automatic payment, right?",en-US,1.11,80.77,18.12,Neutral,542,549,7,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Yes, then you can set up uh for automatic payments. Well, the automatic payments already uh uh were already set up originally, but when you get the bill, you'll be able to log in and make sure that all that information is correct and it's, you know, if you're using a debit card or credit card or a bank account because it doesn't show me how it's set up, it just tells me it is, um, so, um, but you'll be able to log in and and and and if you need to change something or or update some information.",en-US,1.65,81.11,17.24,Neutral,549,574,25,0,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,OK.,en-US,8.54,60.05,31.41,Neutral,555,555,0,20,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,AGENT,"Uh, you'll be able to do it then, uh, and if you have, and if you have any uh questions or, or anything at that time, just give us a call back and we'll be able to to answer any questions you have.",en-US,1.06,55.84,43.1,Neutral,575,585,10,3,2025-04-08 02:45:56.773677
e5a483b7-cba9-4d39-ae3f-8147524481e1,CUSTOMER,Perfect. All right. Thank you so much for your time.,en-US,0.39,1.38,98.24,Positive,588,591,3,0,2025-04-08 02:45:56.773677
